Profesor_Email;Profesor_Nombre;Curso_Escolar;Plantilla_ID;Plantilla_Nombre;Dia;Tramo_ID;Tramo_Nombre;Tipo;Asignatura_o_Texto;Grupo_ID;Grupo_Nombre;Guardia_ID
miguel.ruiz@example.com;"Miguel Ruiz";2026/2027;1;"Horario Escolar";Martes;5;4a;clase;Historia;1;"1º ESO A";
miguel.ruiz@example.com;"Miguel Ruiz";2026/2027;1;"Horario Escolar";Martes;6;5a;clase;Historia;1;"1º ESO A";
miguel.ruiz@example.com;"Miguel Ruiz";2026/2027;1;"Horario Escolar";Martes;7;6a;clase;Historia;1;"1º ESO A";
miguel.ruiz@example.com;"Miguel Ruiz";2026/2027;1;"Horario Escolar";Miércoles;1;1a;clase;Historia;1;"1º ESO A";
miguel.ruiz@example.com;"Miguel Ruiz";2026/2027;1;"Horario Escolar";Miércoles;3;3a;clase;Historia;1;"1º ESO A";
miguel.ruiz@example.com;"Miguel Ruiz";2026/2027;1;"Horario Escolar";Miércoles;6;5a;clase;Historia;1;"1º ESO A";
miguel.ruiz@example.com;"Miguel Ruiz";2026/2027;1;"Horario Escolar";Miércoles;7;6a;clase;Historia;1;"1º ESO A";
miguel.ruiz@example.com;"Miguel Ruiz";2026/2027;1;"Horario Escolar";Jueves;1;1a;clase;Historia;1;"1º ESO A";
miguel.ruiz@example.com;"Miguel Ruiz";2026/2027;1;"Horario Escolar";Jueves;2;2a;clase;Historia;1;"1º ESO A";
miguel.ruiz@example.com;"Miguel Ruiz";2026/2027;1;"Horario Escolar";Jueves;3;3a;clase;Historia;1;"1º ESO A";
miguel.ruiz@example.com;"Miguel Ruiz";2026/2027;1;"Horario Escolar";Jueves;5;4a;guardia;Guardia;;;
miguel.ruiz@example.com;"Miguel Ruiz";2026/2027;1;"Horario Escolar";Jueves;6;5a;guardia;Guardia;;;
miguel.ruiz@example.com;"Miguel Ruiz";2026/2027;1;"Horario Escolar";Jueves;7;6a;guardia;Guardia;;;
miguel.ruiz@example.com;"Miguel Ruiz";2026/2027;1;"Horario Escolar";Viernes;3;3a;texto;Tutoría;;;
miguel.ruiz@example.com;"Miguel Ruiz";2026/2027;1;"Horario Escolar";Viernes;5;4a;texto;"Reunión de Departamento";;;
miguel.ruiz@example.com;"Miguel Ruiz";2026/2027;1;"Horario Escolar";Viernes;6;5a;texto;"Guardia de Recreo";;;
miguel.ruiz@example.com;"Miguel Ruiz";2026/2027;1;"Horario Escolar";Viernes;7;6a;texto;"Guardia de Biblioteca";;;
sofia.diaz@example.com;"Sofía Díaz";2026/2027;1;"Horario Escolar";Lunes;1;1a;clase;Plástica;2;"2º ESO B";
sofia.diaz@example.com;"Sofía Díaz";2026/2027;1;"Horario Escolar";Lunes;2;2a;clase;Plástica;2;"2º ESO B";
sofia.diaz@example.com;"Sofía Díaz";2026/2027;1;"Horario Escolar";Lunes;3;3a;clase;Plástica;2;"2º ESO B";
sofia.diaz@example.com;"Sofía Díaz";2026/2027;1;"Horario Escolar";Lunes;5;4a;clase;Plástica;2;"2º ESO B";
sofia.diaz@example.com;"Sofía Díaz";2026/2027;1;"Horario Escolar";Lunes;7;6a;clase;Plástica;2;"2º ESO B";
sofia.diaz@example.com;"Sofía Díaz";2026/2027;1;"Horario Escolar";Martes;1;1a;clase;Plástica;2;"2º ESO B";
sofia.diaz@example.com;"Sofía Díaz";2026/2027;1;"Horario Escolar";Martes;2;2a;clase;Plástica;2;"2º ESO B";
sofia.diaz@example.com;"Sofía Díaz";2026/2027;1;"Horario Escolar";Martes;3;3a;clase;Plástica;2;"2º ESO B";
sofia.diaz@example.com;"Sofía Díaz";2026/2027;1;"Horario Escolar";Martes;5;4a;clase;Plástica;2;"2º ESO B";
sofia.diaz@example.com;"Sofía Díaz";2026/2027;1;"Horario Escolar";Martes;6;5a;clase;Plástica;2;"2º ESO B";
sofia.diaz@example.com;"Sofía Díaz";2026/2027;1;"Horario Escolar";Miércoles;1;1a;clase;Plástica;2;"2º ESO B";
sofia.diaz@example.com;"Sofía Díaz";2026/2027;1;"Horario Escolar";Miércoles;2;2a;clase;Plástica;2;"2º ESO B";
sofia.diaz@example.com;"Sofía Díaz";2026/2027;1;"Horario Escolar";Miércoles;3;3a;clase;Plástica;2;"2º ESO B";
sofia.diaz@example.com;"Sofía Díaz";2026/2027;1;"Horario Escolar";Miércoles;5;4a;clase;Plástica;2;"2º ESO B";
sofia.diaz@example.com;"Sofía Díaz";2026/2027;1;"Horario Escolar";Miércoles;6;5a;clase;Plástica;2;"2º ESO B";
sofia.diaz@example.com;"Sofía Díaz";2026/2027;1;"Horario Escolar";Miércoles;7;6a;clase;Plástica;2;"2º ESO B";
sofia.diaz@example.com;"Sofía Díaz";2026/2027;1;"Horario Escolar";Jueves;1;1a;clase;Plástica;2;"2º ESO B";
sofia.diaz@example.com;"Sofía Díaz";2026/2027;1;"Horario Escolar";Jueves;2;2a;clase;Plástica;2;"2º ESO B";
sofia.diaz@example.com;"Sofía Díaz";2026/2027;1;"Horario Escolar";Jueves;3;3a;guardia;Guardia;;;
sofia.diaz@example.com;"Sofía Díaz";2026/2027;1;"Horario Escolar";Jueves;5;4a;guardia;Guardia;;;
sofia.diaz@example.com;"Sofía Díaz";2026/2027;1;"Horario Escolar";Jueves;6;5a;guardia;Guardia;;;
sofia.diaz@example.com;"Sofía Díaz";2026/2027;1;"Horario Escolar";Viernes;1;1a;texto;Tutoría;;;
sofia.diaz@example.com;"Sofía Díaz";2026/2027;1;"Horario Escolar";Viernes;2;2a;texto;"Reunión de Departamento";;;
sofia.diaz@example.com;"Sofía Díaz";2026/2027;1;"Horario Escolar";Viernes;5;4a;texto;"Guardia de Recreo";;;
sofia.diaz@example.com;"Sofía Díaz";2026/2027;1;"Horario Escolar";Viernes;6;5a;texto;"Guardia de Biblioteca";;;
